,총 주차대수,난방,주소(도로),주소(지번),층 수,용적률,건폐율,평형대,건설사,관리사무소,경도,위도,0.공급/전용,0.방수/욕실수,0.해당면적 세대수,0.현관구조,1.공급/전용,1.방수/욕실수,1.해당면적 세대수,1.현관구조,2.공급/전용,2.방수/욕실수,2.해당면적 세대수,2.현관구조,3.공급/전용,3.방수/욕실수,3.해당면적 세대수,3.현관구조,articleName,4.공급/전용,4.방수/욕실수,4.해당면적 세대수,4.현관구조,5.공급/전용,5.방수/욕실수,5.해당면적 세대수,5.현관구조,6.공급/전용,6.방수/욕실수,6.해당면적 세대수,6.현관구조,7.공급/전용,7.방수/욕실수,7.해당면적 세대수,7.현관구조,8.공급/전용,8.방수/욕실수,8.해당면적 세대수,8.현관구조,9.공급/전용,9.방수/욕실수,9.해당면적 세대수,9.현관구조,10.공급/전용,10.방수/욕실수,10.해당면적 세대수,10.현관구조,11.공급/전용,11.방수/욕실수,11.해당면적 세대수,11.현관구조,12.공급/전용,12.방수/욕실수,12.해당면적 세대수,12.현관구조,13.공급/전용,13.방수/욕실수,13.해당면적 세대수,13.현관구조,14.공급/전용,14.방수/욕실수,14.해당면적 세대수,14.현관구조,15.공급/전용,15.방수/욕실수,15.해당면적 세대수,15.현관구조,16.공급/전용,16.방수/욕실수,16.해당면적 세대수,16.현관구조,17.공급/전용,17.방수/욕실수,17.해당면적 세대수,17.현관구조,18.공급/전용,18.방수/욕실수,18.해당면적 세대수,18.현관구조,19.공급/전용,19.방수/욕실수,19.해당면적 세대수,19.현관구조,20.공급/전용,20.방수/욕실수,20.해당면적 세대수,20.현관구조,21.공급/전용,21.방수/욕실수,21.해당면적 세대수,21.현관구조,22.공급/전용,22.방수/욕실수,22.해당면적 세대수,22.현관구조,23.공급/전용,23.방수/욕실수,23.해당면적 세대수,23.현관구조,24.공급/전용,24.방수/욕실수,24.해당면적 세대수,24.현관구조,25.공급/전용,25.방수/욕실수,25.해당면적 세대수,25.현관구조,26.공급/전용,26.방수/욕실수,26.해당면적 세대수,26.현관구조,27.공급/전용,27.방수/욕실수,27.해당면적 세대수,27.현관구조,28.공급/전용,28.방수/욕실수,28.해당면적 세대수,28.현관구조,29.공급/전용,29.방수/욕실수,29.해당면적 세대수,29.현관구조,30.공급/전용,30.방수/욕실수,30.해당면적 세대수,30.현관구조,31.공급/전용,31.방수/욕실수,31.해당면적 세대수,31.현관구조,32.공급/전용,32.방수/욕실수,32.해당면적 세대수,32.현관구조,33.공급/전용,33.방수/욕실수,33.해당면적 세대수,33.현관구조,34.공급/전용,34.방수/욕실수,34.해당면적 세대수,34.현관구조,35.공급/전용,35.방수/욕실수,35.해당면적 세대수,35.현관구조,36.공급/전용,36.방수/욕실수,36.해당면적 세대수,36.현관구조,37.공급/전용,37.방수/욕실수,37.해당면적 세대수,37.현관구조,38.공급/전용,38.방수/욕실수,38.해당면적 세대수,38.현관구조,39.공급/전용,39.방수/욕실수,39.해당면적 세대수,39.현관구조,40.공급/전용,40.방수/욕실수,40.해당면적 세대수,40.현관구조,41.공급/전용,41.방수/욕실수,41.해당면적 세대수,41.현관구조,42.공급/전용,42.방수/욕실수,42.해당면적 세대수,42.현관구조,43.공급/전용,43.방수/욕실수,43.해당면적 세대수,43.현관구조,44.공급/전용,44.방수/욕실수,44.해당면적 세대수,44.현관구조,45.공급/전용,45.방수/욕실수,45.해당면적 세대수,45.현관구조,46.공급/전용,46.방수/욕실수,46.해당면적 세대수,46.현관구조,47.공급/전용,47.방수/욕실수,47.해당면적 세대수,47.현관구조,48.공급/전용,48.방수/욕실수,48.해당면적 세대수,48.현관구조,49.공급/전용,49.방수/욕실수,49.해당면적 세대수,49.현관구조,50.공급/전용,50.방수/욕실수,50.해당면적 세대수,50.현관구조,51.공급/전용,51.방수/욕실수,51.해당면적 세대수,51.현관구조,52.공급/전용,52.방수/욕실수,52.해당면적 세대수,52.현관구조,53.공급/전용,53.방수/욕실수,53.해당면적 세대수,53.현관구조,54.공급/전용,54.방수/욕실수,54.해당면적 세대수,54.현관구조,55.공급/전용,55.방수/욕실수,55.해당면적 세대수,55.현관구조,56.공급/전용,56.방수/욕실수,56.해당면적 세대수,56.현관구조,57.공급/전용,57.방수/욕실수,57.해당면적 세대수,57.현관구조,58.공급/전용,58.방수/욕실수,58.해당면적 세대수,58.현관구조,59.공급/전용,59.방수/욕실수,59.해당면적 세대수,59.현관구조,60.공급/전용,60.방수/욕실수,60.해당면적 세대수,60.현관구조
0,497대(세대당 1.22),"HT005, HF002",세종시 세종시 마음안로 221,세종시 세종시 고운동 1390,19층/27층,176%,14%,"111A㎡, 111B㎡, 129",(주)모아종합건설,044-868-1528,127.240546,36.518002,111.07/84.97,3개/2개,164세대,계단식,111.4/84.96,3개/2개,104세대,계단식,129.83/99.94,3개/2개,138세대,계단식,,,,,가락21단지에듀센트럴,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,611대(세대당 1.38),"HT005, HF002",세종시 세종시 마음로 322,세종시 세종시 고운동 1387,16층/23층,173%,15%,"111㎡, 125",중흥토건(주),044-867-6848,127.240561,36.519505,111.45/84.99,3개/2개,263세대,계단식,125.55/96.14,4개/2개,177세대,계단식,,,,,,,,,가락22단지중흥S클래스에듀힐스,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,513대(세대당 1.2),"HT005, HF002",세종시 세종시 마음안로 47,세종시 세종시 고운동 1708,8층/18층,146%,18%,"79A㎡, 79B㎡, 79C㎡, 111A㎡, 111B",(주)호반건설,044-866-1078,127.236206,36.50624,79.79/59.86,3개/2개,128세대,계단식,79.01/59.93,3개/2개,46세대,계단식,79.25/59.99,3개/2개,32세대,계단식,111.28/84.98,3개/2개,158세대,계단식,가락3단지베르디움,111.49/84.94,3개/2개,60세대,계단식,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,395대(세대당 1.29),"HT005, HF002",세종시 세종시 마음안로 48,세종시 세종시 고운동 1703,8층/17층,141%,14%,"80A㎡, 81B㎡, 106C",(주)라인산업,044-868-6338,127.236943,36.507426,80.61/59.98,3개/2개,107세대,계단식,81.63/59.96,3개/2개,87세대,계단식,106.5/79.59,4개/2개,111세대,계단식,,,,,가락4단지이지더원,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,865대(세대당 1.3),"HT005, HF002",세종시 세종시 마음안로 34,세종시 세종시 고운동 1705,5층/29층,180%,16%,"82C㎡, 83D㎡, 84A㎡, 84B㎡, 108A㎡, 109B",(주)유승종합건설,044-868-6456,127.238663,36.507301,82.88/59.93,3개/2개,22세대,계단식,83.59/59.84,3개/2개,14세대,계단식,84.37/59.9,3개/2개,257세대,계단식,84.21/59.9,3개/2개,142세대,계단식,가락5단지유승한내들,108.47/84.65,3개/2개,147세대,계단식,109.42/84.89,3개/2개,81세대,계단식,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1097대(세대당 1.23),"HT005, HF002",세종시 세종시 마음로 14,세종시 세종시 고운동 1728,13층/29층,168%,14%,"83A㎡, 83B㎡, 84C","중흥종합건설(주), (주)시티이엔씨",044-862-6333,127.239138,36.503303,83.08/59.68,3개/2개,582세대,계단식,83.5/59.72,3개/2개,151세대,계단식,84.03/59.99,3개/2개,154세대,계단식,,,,,가락6단지프라디움,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,715대(세대당 1.25),"HT005, HF002",세종시 세종시 마음안로 13,세종시 세종시 고운동 1724,15층/25층,176%,16%,"110A㎡, 110C㎡, 110B",중흥종합건설(주),044-863-7333,127.239554,36.504743,110.46/84.99,3개/2개,428세대,계단식,110.51/84.36,3개/2개,74세대,계단식,110.7/84.99,3개/2개,70세대,계단식,,,,,가락7단지프라디움,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1183대(세대당 1.2),"HT005, HF002",세종시 세종시 만남로 92,세종시 세종시 고운동 1706,15층/25층,175%,15%,"98A㎡, 98AN㎡, 111A㎡, 111B",한신공영(주) / 이에스산업(주),044-866-8685,127.240067,36.507572,98.18/74.77,3개/2개,610세대,계단식,98.2/74.77,3개/2개,2세대,계단식,111.59/84.98,3개/2개,220세대,계단식,111.47/84.89,3개/2개,150세대,계단식,가락8단지고운뜰파크,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,696대(세대당 1.29),"HT005, HF002",세종시 세종시 마음로 151,세종시 세종시 고운동 1408,13층/17층,146%,16%,"83B㎡, 84A㎡, 112A㎡, 113B",신동아건설(주),044-866-5839,127.228674,36.51128,83.64/59.99,3개/2개,62세대,계단식,84.13/59.97,3개/2개,234세대,계단식,112.65/84.98,3개/2개,185세대,계단식,113.07/84.98,3개/2개,57세대,계단식,가락9단지파밀리에,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,619대(세대당 1.79),"HT005, HF002",세종시 세종시 마음로 49,세종시 세종시 고운동 1731,6층/17층,139%,22%,"130A㎡, 130A-1㎡, 131B㎡, 135A㎡, 135B㎡, 135A-1㎡, 137A㎡, 137A-1㎡, 142㎡, 153㎡, 256㎡, 261","(주)원건설,(주)허밍건설",044-865-0943,127.234778,36.502964,130.36/107.14,4개/2개,203세대,계단식,130.36/107.14,4개/2개,17세대,계단식,131.75/107.69,4개/2개,6세대,계단식,135.27/111.3,4개/2개,31세대,계단식,가락마을2단지,135.27/111.3,4개/2개,20세대,계단식,135.27/111.3,4개/2개,3세대,계단식,137.27/113.18,4개/2개,32세대,계단식,137.27/113.18,5개/2개,6세대,계단식,142.95/115.31,3개/2개,6세대,계단식,153.1/122.79,3개/2개,8세대,계단식,256.36/205.37,3개/3개,6세대,계단식,261.23/209.18,3개/3개,7세대,계단식,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,711대(세대당 0.77),"HT001, HF001",세종시 세종시 금남면 용포2길 70,세종시 세종시 금남면 용포리 320,11층/15층,213%,19%,"60㎡, 77",(주)두진공영,044-868-0100,127.278772,36.462976,60.53/43,2개/1개,645세대,계단식,77.24/59.86,3개/1개,268세대,계단식,,,,,,,,,금남두진리버빌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,319대(세대당 1.39),"HT001, HF001",세종시 세종시 금남면 용포2길 57-15,세종시 세종시 금남면 용포리 263,11층/15층,247%,22%,"107B㎡, 107A",신성건설(주),044-866-3974,127.278306,36.465055,107.31/84.88,3개/2개,116세대,계단식,107.22/84.87,3개/2개,112세대,계단식,,,,,,,,,신성연기미소지움,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,229대(세대당 0.77),"HT005, HF002",세종시 세종시 한누리대로 331,세종시 세종시 나성동 727,8층/8층,465%,69%,"28A㎡, 29B㎡, 30C㎡, 32D㎡, 32A㎡, 32E㎡, 32B㎡, 32C㎡, 34F㎡, 35A㎡, 36B㎡, 37C㎡, 38A㎡, 38B",주식회사 성암토건,044-865-7208,127.255833,36.493895,28.37/17.32,1개/1개,5세대,계단식,29.21/17.85,1개/1개,65세대,계단식,30.31/18.52,1개/1개,5세대,계단식,32.73/20.1,1개/1개,75세대,계단식,SR파크센텀(도시형),32.06/19.57,1개/1개,35세대,계단식,32.9/20.15,1개/1개,15세대,계단식,32.09/19.64,1개/1개,5세대,계단식,32.3/19.76,1개/1개,5세대,계단식,34.08/20.88,1개/1개,5세대,계단식,35.2/21.58,1개/1개,20세대,계단식,36.57/22.47,1개/1개,5세대,계단식,37.17/22.76,1개/1개,5세대,계단식,38.17/23.49,1개/1개,45세대,계단식,38.92/23.9,1개/1개,5세대,계단식,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,203대(세대당 0.67),"HT001, HF002",세종시 세종시 한누리대로 321,세종시 세종시 나성동 730,8층/8층,431%,69%,"32A1-2㎡, 32A1-1㎡, 32A2-1㎡, 33A3㎡, 33E2㎡, 34A1-3㎡, 34A2-2㎡, 35A1-4㎡, 35A1-6㎡, 35A1-8㎡, 35A1-7㎡, 35A2-3㎡, 36A1-10㎡, 36A1-9㎡, 36A1-11㎡, 36A1-12㎡, 36E1㎡, 37A2-4㎡, 37B1-1㎡, 37B1-2㎡, 37B1-3㎡, 37B1-4㎡, 37B2㎡, 38A2-5㎡, 39B1-6㎡, 40A4㎡, 40B1-5㎡, 45B1-7㎡, 47D3㎡, 50C㎡, 51D2㎡, 60D1",(주)성암토건,044-867-7206,127.255777,36.492973,32.72/22.09,1개/1개,65세대,복도식,32/21.59,1개/1개,20세대,복도식,32.85/22.14,1개/1개,5세대,복도식,33.26/22.52,1개/1개,15세대,복도식,SR파크시티(도시형),33.45/22.63,1개/1개,9세대,복도식,34.19/23.1,1개/1개,5세대,복도식,34.23/23.09,1개/1개,5세대,복도식,35.15/23.77,1개/1개,20세대,복도식,35.4/23.94,1개/1개,20세대,복도식,35.88/24.27,1개/1개,15세대,복도식,35.64/24.11,1개/1개,5세대,복도식,35.62/24.05,1개/1개,5세대,복도식,36.37/24.61,1개/1개,10세대,복도식,36.13/24.44,1개/1개,10세대,복도식,36.62/24.78,1개/1개,5세대,복도식,36.86/24.95,1개/1개,5세대,복도식,36.47/24.72,1개/1개,5세대,복도식,37/25,1개/1개,5세대,복도식,37.1/25.11,1개/1개,5세대,복도식,37.34/25.27,1개/1개,5세대,복도식,37.58/25.44,1개/1개,5세대,복도식,37.83/25.61,1개/1개,5세대,복도식,37.36/27.03,1개/1개,5세대,복도식,38.39/25.95,1개/1개,5세대,복도식,39.35/28.47,1개/1개,5세대,복도식,40.86/27.86,1개/1개,5세대,복도식,40.01/27.12,1개/1개,5세대,복도식,45.86/31.15,1개/1개,5세대,복도식,47.41/32.36,2개/1개,5세대,복도식,50.28/34.23,1개/1개,5세대,복도식,51.42/35.16,2개/1개,5세대,복도식,60.08/41.27,2개/1개,5세대,복도식,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,569대(세대당 1.65),"HT005, HF002",세종시 세종시 국세청로 46,세종시 세종시 나성동 835,11층/37층,271%,33%,"111A㎡, 111B㎡, 111C㎡, 112F㎡, 112D㎡, 112H㎡, 112E㎡, 113G㎡, 130A㎡, 130B㎡, 131C㎡, 132D㎡, 148A㎡, 198P",(주)한화건설,044-862-9906,127.263429,36.487563,111.89/84.75,3개/2개,49세대,계단식,111.67/84.92,3개/2개,25세대,계단식,111.43/84.93,3개/2개,8세대,계단식,112.68/84.96,3개/2개,38세대,계단식,나릿재1단지리더스포레(주상복합),112.69/84.96,3개/2개,31세대,계단식,112.07/84.77,3개/2개,11세대,계단식,112.69/84.55,3개/2개,2세대,계단식,113.43/84.96,3개/2개,6세대,계단식,130.89/99.61,3개/2개,19세대,계단식,130.06/99.31,3개/2개,11세대,계단식,131.94/99.82,3개/2개,71세대,계단식,132.09/99.9,3개/2개,36세대,계단식,148.22/112.59,3개/2개,35세대,계단식,198.26/145.92,3개/2개,1세대,계단식,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1314대(세대당 1.7),"HT005, HF002",세종시 세종시 국세청로 45,세종시 세종시 나성동 833,6층/37층,272%,34%,"113A㎡, 113B㎡, 113C㎡, 114G㎡, 114D㎡, 114E㎡, 114F㎡, 114H㎡, 116C㎡, 116A㎡, 116B㎡, 118(2)㎡, 119(1)㎡, 123㎡, 130A㎡, 130B㎡, 130D㎡, 130C㎡, 130T㎡, 132(2)㎡, 133(1)㎡, 134A㎡, 134B㎡, 136㎡, 143㎡, 150T1㎡, 150T2㎡, 152(2)㎡, 153(1)㎡, 159㎡, 164P㎡, 177㎡, 192S㎡, 199T㎡, 200㎡, 211P",제일건설(주),044-867-9927,127.262379,36.489067,113.13/84.17,3개/2개,239세대,계단식,113.2/84.17,3개/2개,88세대,계단식,113.31/84.16,3개/2개,6세대,계단식,114.37/84.54,3개/2개,33세대,계단식,나릿재3단지제일풍경채위너스카이(주상복합),114.73/84.65,3개/2개,8세대,계단식,114.8/84.65,3개/2개,6세대,계단식,114.32/84.65,3개/2개,6세대,계단식,114.12/84.45,3개/2개,2세대,계단식,116.34/86.66,3개/2개,10세대,계단식,116.33/86.36,3개/2개,6세대,계단식,116.73/86.49,3개/2개,3세대,계단식,118.19/87.21,3개/2개,6세대,계단식,119.59/88.34,3개/2개,27세대,계단식,123.41/92.35,3개/2개,4세대,계단식,130.48/97.95,3개/2개,6세대,계단식,130.68/97.94,3개/2개,3세대,계단식,130.28/97.44,3개/2개,3세대,계단식,130.06/97.28,3개/2개,2세대,계단식,130.86/97.25,3개/2개,2세대,계단식,132.1/98.82,3개/2개,247세대,계단식,133.52/99.96,3개/2개,4세대,계단식,134.38/100.65,3개/2개,6세대,계단식,134.57/100.8,3개/2개,4세대,계단식,136.93/102.7,3개/2개,10세대,계단식,143.65/108.44,3개/2개,3세대,계단식,150.17/112.04,4개/2개,2세대,계단식,150.68/113.15,4개/2개,2세대,계단식,152.64/114.7,4개/3개,2세대,계단식,153.63/115.16,4개/2개,8세대,계단식,159.75/120.16,4개/3개,6세대,계단식,164.18/121.97,4개/2개,5세대,계단식,177.48/133.93,4개/2개,2세대,계단식,192.74/143.29,4개/3개,2세대,계단식,199.44/149.95,4개/2개,2세대,계단식,200.01/148.75,4개/2개,2세대,계단식,211.43/158.36,4개/3개,4세대,계단식,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,153대(세대당 0.98),"HT005, HF002",세종시 세종시 한누리대로 194,세종시 세종시 나성동 775,8층/8층,391%,69%,"30A1㎡, 30D㎡, 31A2㎡, 36F1㎡, 38E1㎡, 40B1㎡, 40B2㎡, 40B3㎡, 40F2㎡, 41E2㎡, 42B4㎡, 42B5㎡, 42B6㎡, 42C1㎡, 42C2㎡, 42C3",(주)우석건설,044-868-7892,127.261361,36.482381,30.05/19.5,1개/1개,30세대,계단식,30.8/19.66,1개/1개,6세대,계단식,31.51/20.52,1개/1개,60세대,계단식,36.76/23.72,1개/1개,6세대,계단식,더리치세종의아침(도시형),38.34/24.77,1개/1개,4세대,계단식,40.04/25.83,1개/1개,6세대,계단식,40.15/26.09,1개/1개,6세대,계단식,40.15/26.09,1개/1개,6세대,계단식,40.06/25.96,1개/1개,6세대,계단식,41.07/26.63,1개/1개,8세대,계단식,42.53/27.52,1개/1개,4세대,계단식,42.65/27.79,1개/1개,4세대,계단식,42.65/27.79,1개/1개,4세대,계단식,42.45/27.47,1개/1개,2세대,계단식,42.56/27.73,1개/1개,2세대,계단식,42.56/27.73,1개/1개,2세대,계단식,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,129대(세대당 0.74),"HT005, HF002",세종시 세종시 한누리대로 223,세종시 세종시 나성동 751,8층/8층,512%,69%,"44HC㎡, 45HA㎡, 46HA-1㎡, 46HA-3㎡, 46HA-2㎡, 52HB",아이누리건설산업(주),044-862-3394,127.258745,36.484518,44.51/29.69,1개/1개,18세대,복도식,45.28/29.89,1개/1개,100세대,복도식,46.23/30.53,1개/1개,32세대,복도식,46.16/30.36,1개/1개,8세대,복도식,리베라아이누리(도시형),46.23/30.53,1개/1개,4세대,복도식,52.83/34.99,1개/1개,11세대,복도식,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,129대(세대당 0.86),"HT005, HF002",세종시 세종시 한누리대로 306,세종시 세종시 나성동 759,8층/8층,499%,69%,"43C㎡, 43B㎡, 44H㎡, 44D㎡, 45A㎡, 58G㎡, 74F㎡, 81E",신해공영(주),044-999-0095,127.256835,36.491746,43.49/26.07,1개/1개,24세대,복도식,43.49/26.07,1개/1개,6세대,복도식,44.55/26.7,1개/1개,12세대,복도식,44.38/26.6,1개/1개,6세대,복도식,블루지움(도시형),45.7/27.39,1개/1개,84세대,복도식,58.11/34.83,1개/1개,6세대,복도식,74.01/45.15,1개/1개,6세대,복도식,81.12/48.62,1개/1개,6세대,복도식,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,135대(세대당 0.77),"HT001, HF002",세종시 세종시 한누리대로 227,세종시 세종시 나성동 750,8층/8층,459%,69%,"33A5㎡, 35A6㎡, 37A3㎡, 38A1㎡, 39A2㎡, 45A4",인덕건설(주),044-867-8421,127.258626,36.48465,33.39/21.74,1개/1개,12세대,복도식,35.55/23.15,1개/1개,6세대,복도식,37.45/24.38,1개/1개,28세대,복도식,38.46/25.04,1개/1개,72세대,복도식,세종마루(도시형),39.48/25.7,1개/1개,44세대,복도식,45.16/29.4,1개/1개,12세대,복도식,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
